Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude
Saint-Justin,Nouvelle-Aquitaine,Landes,Eglise Saint-Martin de Noet,14e siecle,44.0118003236, -0.265482749099
Roquefort,Nouvelle-Aquitaine,Landes,Arenes,3e quart 20e siecle,44.0331973147, -0.31672396491
Hontanx,Nouvelle-Aquitaine,Landes,Eglise Saint-Martin,12e siecle,43.8247446725, -0.27292101201
Oeyreluy,Nouvelle-Aquitaine,Landes,Eglise Saint-Pierre,Moyen Age,43.6721893899, -1.07937536969
"Saint-Justin,Nouvelle-Aquitaine,Landes,Domaine de Fondat,17e siecle;19e siecle,43.9852725158, -0.200993236484"
"Audignon,Nouvelle-Aquitaine,Landes,Eglise Notre-Dame,12e siecle;16e siecle;18e siecle,43.7224434109, -0.605260061412"
"Aire-sur-l'Adour,Nouvelle-Aquitaine,Landes,Eglise Sainte-Quitterie du Mas d'Aire,12e siecle;18e siecle,43.6972076701, -0.268570982696"
"Maylis,Nouvelle-Aquitaine,Landes,Ancienne eglise Notre-Dame,12e siecle;13e siecle,43.6965137089, -0.680554294348"
Perquie,Nouvelle-Aquitaine,Landes,Chateau de Ravignan,3e quart 17e siecle,43.8756526313, -0.283299901011
"Saint-Yaguen,Nouvelle-Aquitaine,Landes,Eglise Saint-Jacques,12e siecle;16e siecle;19e siecle,43.8895236014, -0.740931153025"
Capbreton,Nouvelle-Aquitaine,Landes,Maison dite du Rey,15e siecle,43.6404084196, -1.43031157948
Solferino,Nouvelle-Aquitaine,Landes,Ferme de Pouy,3e quart 19e siecle,44.143254791, -0.908199534316
Hinx,Nouvelle-Aquitaine,Landes,Chateau de Castera,1er quart 20e siecle,43.7067406256, -0.929933085991
Uza,Nouvelle-Aquitaine,Landes,Eglise Saint-Louis,3e quart 19e siecle,44.0347206761, -1.19649363348
"Poyartin,Nouvelle-Aquitaine,Landes,Eglise Saint-Barthelemy,14e siecle;15e siecle;16e siecle,43.6857930414, -0.867234544661"
"Montaut,Nouvelle-Aquitaine,Landes,Eglise de Sainte-Catherine,14e siecle;15e siecle,43.7406964201, -0.659480353017"
"Mezos,Nouvelle-Aquitaine,Landes,Eglise Saint-Jean-Baptiste,12e siecle;14e siecle,44.0766116765, -1.16776629681"
"Siest,Nouvelle-Aquitaine,Landes,Eglise Saint-Jean-Baptiste,12e siecle;13e siecle;14e siecle,43.6492469965, -1.12672601963"
"Sainte-Marie-de-Gosse,Nouvelle-Aquitaine,Landes,Eglise Sainte-Marie,11e siecle;12e siecle;16e siecle,43.5568699436, -1.23852118485"
"Pimbo,Nouvelle-Aquitaine,Landes,Eglise Saint-Barthelemy,12e siecle;15e siecle;16e siecle,43.5749285546, -0.375431453689"
"Montaut,Nouvelle-Aquitaine,Landes,Eglise Saint-Pierre de Brocas,13e siecle;16e siecle;17e siecle,43.7186418613, -0.672408123471"
"Saint-Aubin,Nouvelle-Aquitaine,Landes,Eglise Saint-Aubin,12e siecle;14e siecle;16e siecle,43.7105083723, -0.696225747266"
"Perquie,Nouvelle-Aquitaine,Landes,Monument aux morts de la guerre 1914-1918; situe dans le cimetiere,1ere moitie 20e siecle,43.8768739009, -0.28379942082"
"Baudignan,Nouvelle-Aquitaine,Landes,Eglise Saint-Jean-Baptiste,12e siecle;13e siecle;16e siecle,44.096969, 0.049168"
"Orx,Nouvelle-Aquitaine,Landes,Eglise Saint-Martin,12e siecle;15e siecle;18e siecle,43.6028893229, -1.36957589985"
"Caupenne,Nouvelle-Aquitaine,Landes,Chateau de Caupenne,17e siecle;18e siecle,43.6837104297, -0.747277623946"
"Pissos,Nouvelle-Aquitaine,Landes,Eglise Saint-Jean-Baptiste,12e siecle;15e siecle,44.3399489344, -0.752067205385"
"Saint-Sever,Nouvelle-Aquitaine,Landes,Ancien couvent des Jacobins,13e siecle;15e siecle;1ere moitie 17e siecle,43.7585495686, -0.571916893513"
Saint-Julien-en-Born,Nouvelle-Aquitaine,Landes,Phare de Contis,3e quart 19e siecle,44.0934909897, -1.31685537504
"Geaune,Nouvelle-Aquitaine,Landes,Eglise Saint-Jean-Baptiste,3e quart 15e siecle;2e moitie 19e siecle,43.6411886269, -0.376889025129"
"Bougue,Nouvelle-Aquitaine,Landes,Eglise Saint-Candide,12e siecle;14e siecle;milieu 19e siecle,43.8894777732, -0.39235811566"
Bascons,Nouvelle-Aquitaine,Landes,Arenes Jean de Lahourtique,2e quart 20e siecle,43.8214788068, -0.419775712609
Nousse,Nouvelle-Aquitaine,Landes,Maison dite Bastiat,18e siecle,43.7168440579, -0.824434926675
Labastide-d'Armagnac,Nouvelle-Aquitaine,Landes,Chateau du Prada,2e moitie 18e siecle,43.9682286398, -0.185594588771
Amou,Nouvelle-Aquitaine,Landes,Chateau d'Amou,2e moitie 17e siecle,43.5950023013, -0.744670868985
Saint-Aubin,Nouvelle-Aquitaine,Landes,Chateau de Poyaller,2e moitie 13e siecle,43.7170895242, -0.734662660108
Dax,Nouvelle-Aquitaine,Landes,Atrium Casino,2e quart 20e siecle,43.7105822307, -1.05543790503
Mont-de-Marsan,Nouvelle-Aquitaine,Landes,Rotonde de la Vignotte,19e siecle,43.891488378, -0.503640239406
Geaune,Nouvelle-Aquitaine,Landes,Tour des Augustins,15e siecle,43.640245997, -0.379941219345
Soorts-Hossegor,Nouvelle-Aquitaine,Landes,Sporting-Casino,2e quart 20e siecle,43.6600836838, -1.43541099198
"Peyrehorade,Nouvelle-Aquitaine,Landes,Monument aux morts de la guerre 1914-1918; situe pres de l'eglise,1er quart 20e siecle,43.5452685588, -1.10391772105"
"Dax,Nouvelle-Aquitaine,Landes,Ancienne Cathedrale Sainte-Marie (eglise Notre-Dame),2e moitie 17e siecle;4e quart 18e siecle;19e siecle,43.7084537275, -1.05299703353"
"Misson,Nouvelle-Aquitaine,Landes,Monument aux morts de la guerre 1914-1918; situe pres de l'eglise,1er quart 20e siecle,43.5876125369, -0.961609697461"
"Ousse-Suzan,Nouvelle-Aquitaine,Landes,Eglise Saint-Jean-Baptiste de Suzan,12e siecle;13e siecle;14e siecle,43.9473473294, -0.725524093564"
Amou,Nouvelle-Aquitaine,Landes,Arenes Jean Lafittau,3e quart 20e siecle,43.5920598384, -0.74884300307
Mont-de-Marsan,Nouvelle-Aquitaine,Landes,Gendarmerie,1er quart 19e siecle,43.8936950387, -0.50208454335
Saint-Martin-de-Seignanx,Nouvelle-Aquitaine,Landes,Villa Saint-Jean,2e quart 20e siecle,43.5038709454, -1.3366038113
Dax,Nouvelle-Aquitaine,Landes,Monument aux Morts de la guerre 14-18,20e siecle,43.7112894186, -1.05179248924
"Miramont-Sensacq,Nouvelle-Aquitaine,Landes,Eglise Saint-Jacques de Sensacq,11e siecle;12e siecle,43.5831409044, -0.348973885618"
"Peyrehorade,Nouvelle-Aquitaine,Landes,Chateau de Montreal ou chateau d'Orthe,16e siecle;2e moitie 18e siecle,43.5445171746, -1.10491979334"
"Duhort-Bachen,Nouvelle-Aquitaine,Landes,Chateau du Lau,15e siecle;19e siecle,43.7266142522, -0.340926073597"
Mimizan,Nouvelle-Aquitaine,Landes,Cinq piles de pierre,13e siecle,44.2028326566, -1.24758496654
Hastingues,Nouvelle-Aquitaine,Landes,musee departemental d'Histoire et d'Archeologie,21e siecle,43.52735,-1.12142
Sabres,Nouvelle-Aquitaine,Landes,ecomusee de la Grande Lande,21e siecle,44.149414,-0.749433
Biscarrosse,Nouvelle-Aquitaine,Landes,musee historique de l'hydravion,21e siecle,44.388887,-1.182563
Dax,Nouvelle-Aquitaine,Landes,musee de Borda,21e siecle,43.710655,-1.054061
Mont-de-Marsan,Nouvelle-Aquitaine,Landes,musee Despiau-Wlerick,21e siecle,43.8926,-0.498893
Montfort-en-Chalosse,Nouvelle-Aquitaine,Landes,musee des arts et traditions populaires de la Chalosse,21e siecle,43.715749,-0.833916
Saint-Sever,Nouvelle-Aquitaine,Landes,musee d'Art et d'Histoire du Cap de Gascogne,21e siecle,43.758542,-0.572168
Sanguinet,Nouvelle-Aquitaine,Landes,musee archeologique,21e siecle,44.483822,-1.075791
Luxey,Nouvelle-Aquitaine,Landes,atelier-musee,21e siecle,44.262826,-0.520865
Samadet,Nouvelle-Aquitaine,Landes,musee departemental de la Faience et des Arts de la table,21e siecle,43.641006,-0.510832
Port-Sainte-Marie,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne eglise du Temple,13e siecle,44.265687, 0.375408
"Bournel,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Sainte-Madeleine,11e siecle;12e siecle;15e siecle;19e siecle,44.631714, 0.683227"
La Croix-Blanche,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines du donjon de Faugerolles,13e siecle,44.291542, 0.688822
"Saint-Front-sur-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Bonaguil,13e siecle;15e siecle,44.5383966857, 1.01503966811"
Masquieres,Nouvelle-Aquitaine,Lot-et-Garonne,Trois alignements et deux tumuli,Neolithique,44.397476658, 1.03199818697
"Trentels,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Lustrac,14e siecle;15e siecle;17e siecle,44.443229, 0.861535"
"Casseneuil,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre,15e siecle;16e siecle,44.445982, 0.620819"
"Monflanquin,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martin de Calviac,12e siecle;15e siecle;17e siecle,44.509162, 0.756254"
Cauzac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Clair,12e siecle,44.276616, 0.824325
Moulinet,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Ferreol de Lentignac,12e siecle,44.534819, 0.579479
"Penne-d'Agenais,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Noaillac,13e siecle;15e siecle;16e siecle,44.386306, 0.835667"
"La Sauvetat-sur-Lede,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau Saint-Sulpice,17e siecle;1er quart 19e siecle,44.482587, 0.720418"
"Hautefage-la-Tour,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Thomas,12e siecle;17e siecle;18e siecle,44.341772, 0.775147"
Villeneuve-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Hopital Saint-Cyr,2e quart 19e siecle,44.407166, 0.709479
Villereal,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,13e siecle,44.631281, 0.760471
"Fongrave,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien prieure fontevriste,16e siecle;17e siecle;19e siecle,44.405328, 0.534043"
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Pont-canal d'Agen sur la Garonne (egalement sur commune du Passage),1ere moitie 19e siecle,44.20207, 0.631101
"Saint-Pe-Saint-Simon,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Simon,12e siecle;15e siecle,43.9866962279, 0.0993167210571"
"Lauzun,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pastour; dite de Queyssel,4e quart 11e siecle;12e siecle;13e siecle,44.64302, 0.467618"
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise du Martrou,12e siecle;18e siecle;19e siecle;2e quart 20e siecle,44.207266, 0.620148"
Gavaudun,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien prieure Saint-Sardos de Laurenque,limite 15e siecle 16e siecle,44.567486, 0.887399
"Clairac,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; pans de bois,15e siecle;1er quart 17e siecle,44.359348, 0.376997"
Aiguillon,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Come,12e siecle,44.299352, 0.361336
Roumagne,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martin de Cadillac,12e siecle,44.624086, 0.341183
Casteljaloux,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien couvent des Cordeliers,17e siecle,44.315079, 0.089121
Fargues-sur-Ourbise,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Cyr,16e siecle,44.241001, 0.152072
Birac-sur-Trec,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Birac,1er quart 16e siecle,44.487552, 0.261583
"Marmande,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise de Mauvezin,15e siecle;19e siecle,44.502368, 0.173002"
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Hilaire (ancienne chapelle des Cordeliers),14e siecle;19e siecle,44.206982, 0.61511"
Poudenas,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne eglise d'Arbussan,12e siecle,44.039361, 0.206074
"Clairac,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne abbaye benedictine,13e siecle;16e siecle;17e siecle,44.365196, 0.389646"
"Layrac,Nouvelle-Aquitaine,Lot-et-Garonne,Maison forte de Bois-Renaud,16e siecle;18e siecle,44.124013, 0.658465"
"Dolmayrac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Cyprien,11e siecle;12e siecle,44.357829, 0.591991"
"Monsempron-Libos,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien prieure de Monsempron,12e siecle;16e siecle;18e siecle,44.499976, 0.930815"
"Paulhiac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise de Soulies,13e siecle;15e siecle,44.579721, 0.826326"
"Cazideroque,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Gilles,11e siecle;12e siecle,44.405442, 0.932386"
"Sauveterre-la-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Sauveterre,4e quart 13e siecle;1er quart 14e siecle,44.5909992031, 1.0196074988"
Blanquefort-sur-Briolance,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,12e siecle,44.608408, 0.963478
Massels,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Lacam,4e quart 17e siecle,44.316474, 0.857065
Monclar,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Clair,16e siecle,44.444072, 0.524274
"Engayrac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre-aux-Liens,11e siecle;16e siecle;18e siecle,44.254845, 0.897725"
Granges-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien cafe le Sebastopol,19e siecle,44.376893, 0.46491
Villeneuve-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Tours de Pujols et de Paris,13e siecle,44.41482, 0.734872
Frespech,Nouvelle-Aquitaine,Lot-et-Garonne,Restes de l'ancien chateau,Moyen Age,44.315759, 0.815652
"Clermont-Dessous,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines du chateau,13e siecle;15e siecle,44.250302, 0.454006"
"Roquefort,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Roquefort,13e siecle (?);1ere moitie 14e siecle (?),44.174474, 0.561792"
Saint-Front-sur-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,Forge du Moulinet,3e quart 19e siecle,44.561916, 0.993519
"Fregimont,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien chateau; actuellement mairie-ecole,2e moitie 18e siecle,44.278974, 0.466094"
Tournon-d'Agenais,Nouvelle-Aquitaine,Lot-et-Garonne,Maison medievale,13e siecle,44.399915, 0.996715
"Saumejan,Nouvelle-Aquitaine,Lot-et-Garonne,Logis de Bernine,16e siecle;17e siecle;19e siecle,44.2411246587, -0.00620508056762"
Cahuzac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martin,1ere moitie 16e siecle,44.660197, 0.560288
"Lauzun,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; cariatides,2e quart 19e siecle,44.629726, 0.460013"
Lagupie,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean Baptiste,12e siecle,44.5688, 0.11071
"Mezin,Nouvelle-Aquitaine,Lot-et-Garonne,Monument aux morts de la guerre 1914-1918; situe pres de l'eglise,1ere moitie 20e siecle,44.054504, 0.264778"
Nerac,Nouvelle-Aquitaine,Lot-et-Garonne,Statue en bronze d'Henri IV,1er quart 19e siecle,44.135746, 0.337281
"Bias,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Favols,13e siecle;16e siecle,44.409304, 0.670591"
"Tournon-d'Agenais,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Andre-de-Carabaisse,12e siecle;15e siecle;16e siecle,44.391315, 0.988647"
"Saint-Robert,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Robert,11e siecle;15e siecle,44.249981, 0.788241"
"Damazan,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; colombages,15e siecle,44.290176, 0.276255"
Sauveterre-la-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Barthelemy,12e siecle,44.5904017465, 1.01391966831
"Prayssas,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean,11e siecle;12e siecle;14e siecle;19e siecle,44.293639, 0.519158"
"Saint-Maurin,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre del Pech,12e siecle;15e siecle;19e siecle,44.218353, 0.894132"
"Montagnac-sur-Lede,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martin,12e siecle;15e siecle,44.536423, 0.843959"
"Grateloup-Saint-Gayrand,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne eglise de Saint-Gayrand,12e siecle;15e siecle;1ere moitie 16e siecle,44.41676, 0.395436"
Saint-Pierre-de-Buzet,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre,12e siecle,44.258959, 0.272794
Foulayronnes,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise d'Artigues,12e siecle,44.25389, 0.641952
"Bourran,Nouvelle-Aquitaine,Lot-et-Garonne,Domaine de la Tour de Rance,17e siecle;18e siecle,44.33275, 0.401673"
"Nerac,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Bournac,16e siecle;17e siecle;19e siecle,44.136711, 0.347292"
Esclottes,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Blaise,13e siecle,44.717278, 0.150787
"Sainte-Bazeille,Nouvelle-Aquitaine,Lot-et-Garonne,Maison Roigt,12e siecle;13e siecle;16e siecle;18e siecle,44.53036, 0.10684"
"Houeilles,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,13e siecle;16e siecle,44.192665, 0.052439"
"Buzet-sur-Baise,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau et sa chapelle Notre-Dame,13e siecle;14e siecle;15e siecle;16e siecle;17e siecle;19e siecle,44.252365, 0.302586"
"Montaut,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre,15e siecle;16e siecle,44.608307, 0.682385"
"Lannes,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean de Villeneuve-de-Mezin,12e siecle;15e siecle;16e siecle,44.026604, 0.277345"
Villeneuve-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Maison dite L'ancienne Viguerie,14e siecle,44.406855, 0.704848
"Le Temple-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne Commanderie des Hospitaliers de Jerusalem,13e siecle;15e siecle;16e siecle,44.375898, 0.521144"
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien theatre Ducourneau,1er quart 20e siecle,44.188839, 0.622483
Sos,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Barthelemy de Gueyze,12e siecle,44.053805, 0.13451
"Allemans-du-Dropt,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien chateau,13e siecle;17e siecle,44.622069, 0.286836"
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Amphitheatre gallo-romain,Gallo-romain,44.205907, 0.621954
"Tonneins,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne manufacture de tabac Laperche; dite Domaine de Saint-Germain,18e siecle;19e siecle,44.381187, 0.320347"
Thezac,Nouvelle-Aquitaine,Lot-et-Garonne,Manoir de la Gabertie,limite 16e siecle 17e siecle,44.435599, 1.020186
Villeneuve-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Theatre municipal Georges Leygues,2e quart 20e siecle,44.409018, 0.706153
"Duras,Nouvelle-Aquitaine,Lot-et-Garonne,Porte de Ville; dite Tour de l'Horloge,13e siecle;17e siecle,44.689026, 0.167648"
Feugarolles,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien prieure Saint-Jean-de-l'Habit,12e siecle,44.213174, 0.361695
"Mazieres-Naresse,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; empilage de poutres de Peyregras,16e siecle,44.655284, 0.707342"
"Francescas,Nouvelle-Aquitaine,Lot-et-Garonne,Maison medievale dite Maison de La Hire,14e siecle;17e siecle,44.064144, 0.427374"
"Villeneuve-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne chapelle des Penitents blancs,3e quart 17e siecle;1ere moitie 19e siecle,44.405024, 0.703968"
"Cavarc,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; empilage de poutres de Saint-Dizier,14e siecle;15e siecle;16e siecle;17e siecle,44.681324, 0.643512"
"Saint-Vite,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Lapoujade,Moyen Age;16e siecle,44.469066, 0.932393"
Monteton,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,12e siecle,44.614833, 0.250445
Sainte-Colombe-de-Villeneuve,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise de Laurier,Moyen Age,44.362632, 0.6567
"Puymirol,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame du Grand-Castel,13e siecle;1ere moitie 17e siecle,44.190346, 0.811597"
Saint-Pastour,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pastour,16e siecle,44.484819, 0.603745
"Puch-d'Agenais,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau Saint Christau ou Saint Christophe,17e siecle;19e siecle,44.332665, 0.26026"
Pompiey,Nouvelle-Aquitaine,Lot-et-Garonne,Allee couverte,Neolithique,44.19228, 0.227892
Saint-Hilaire-de-Lusignan,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise de Saint-Hilaire,12e siecle,44.246635, 0.538561
Lafitte-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau Saint-Sauveur,1ere moitie 16e siecle,44.358742, 0.431403
Bon-Encontre,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Sainte-Radegonde,11e siecle,44.208152, 0.684389
"Montayral,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Laduie,15e siecle;16e siecle,44.469959, 0.985327"
Moncrabeau,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Pomarede,18e siecle,44.047751, 0.37941
Saint-Sylvestre-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Ferrassou,15e siecle,44.417235, 0.807424
Moirax,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,11e siecle,44.136503, 0.606018
"Laugnac,Nouvelle-Aquitaine,Lot-et-Garonne,Tour,13e siecle;15e siecle,44.295807, 0.600729"
Xaintrailles,Nouvelle-Aquitaine,Lot-et-Garonne,Domaine du chateau de Xaintrailles,15e siecle,44.207473, 0.257039
Villefranche-du-Queyran,Nouvelle-Aquitaine,Lot-et-Garonne,Restes de l'eglise Saint-Sabin,11e siecle,44.30512, 0.211262
"Verteuil-d'Agenais,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Roquepiquet,4e quart 19e siecle;1er quart 20e siecle,44.465713, 0.401866"
Meilhan-sur-Garonne,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Barthelemy de Tersac,12e siecle,44.511141, 0.032696
"Lamontjoie,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau d'Escalup,13e siecle;17e siecle,44.070231, 0.538948"
"Cancon,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame de Milhac,limite 15e siecle 16e siecle;19e siecle,44.548345, 0.629378"
"Allez-et-Cazeneuve,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Tombebouc,14e siecle;16e siecle,44.377035, 0.630649"
Mongaillard,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines du chateau,13e siecle,44.207199, 0.293709
"Duras,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Duras,13e siecle (?);14e siecle (?);17e siecle;18e siecle,44.676243, 0.184874"
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Maison Art Nouveau,4e quart 19e siecle;1er quart 20e siecle,44.20276, 0.620661"
"Rives,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; empilage de poutres de Lonzaygues,16e siecle,44.656773, 0.741474"
"Dausse,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Puycalvary,14e siecle;16e siecle;18e siecle,44.390063, 0.886349"
"La Sauvetat-du-Dropt,Nouvelle-Aquitaine,Lot-et-Garonne,Pont medieval; dit le vieux pont; sur le Dropt (egalement sur commune d'Agnac),13e siecle,44.646904, 0.339862"
Pujols,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Nicolas,14e siecle,44.368734, 0.701209
"Lafox,Nouvelle-Aquitaine,Lot-et-Garonne,Manoir de Prades,16e siecle;18e siecle,44.166046, 0.698977"
Guerin,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame de Fontet,13e siecle,44.414299, 0.054994
"Thezac,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau du Trichot,16e siecle;17e siecle;18e siecle,44.4316862174, 1.01874957269"
Beauville,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Caprais de Marcoux,12e siecle,44.277121, 0.904008
Bruch,Nouvelle-Aquitaine,Lot-et-Garonne,Enceinte,13e siecle,44.206064, 0.409333
"Boudy-de-Beauregard,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Blaise de Boudy,12e siecle (?);13e siecle (?);1ere moitie 19e siecle,44.544307, 0.676523"
"Cocumont,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean de Vidailhac,12e siecle;15e siecle,44.450207, 0.026636"
Moncaut,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise de Fontarede,12e siecle,44.144689, 0.494882
"Beaupuy,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien sechoir à&nbsp; tabac du chateau de Beauvallon,milieu 19e siecle,44.530428, 0.143808"
"Tayrac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Amand,12e siecle;16e siecle;17e siecle;19e siecle,44.207323, 0.834099"
"Sainte-Livrade-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien prieure des Benedictins de Sainte-Livrade,12e siecle;17e siecle,44.408731, 0.602032"
Sainte-Colombe-en-Bruilhois,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martin de Mourrens,12e siecle,44.187969, 0.516375
"Calignac,Nouvelle-Aquitaine,Lot-et-Garonne,Domaine de Lassalle,12e siecle;limite 16e siecle 17e siecle;18e siecle,44.136567, 0.417698"
Casteljaloux,Nouvelle-Aquitaine,Lot-et-Garonne,Monument aux morts de la guerre 1914-1918,1er quart 20e siecle,44.313993, 0.084304
"Saint-Pastour,Nouvelle-Aquitaine,Lot-et-Garonne,Immeuble dit manoir Cabirol,15e siecle;16e siecle,44.488678, 0.600468"
"Monflanquin,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; cornieres,14e siecle,44.533008, 0.767066"
