Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude
"Montpezat,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean de Balerme,11e siecle;15e siecle,44.34464, 0.529539"
Grezet-Cavagnan,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Malvirade,17e siecle,44.383219, 0.128353
"La Sauvetat-de-Saveres,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre,12e siecle;13e siecle,44.233722, 0.794665"
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise du Sacre-Coeur,3e quart 19e siecle;2e quart 20e siecle,44.191866, 0.63413"
Puymirol,Nouvelle-Aquitaine,Lot-et-Garonne,Maison du 18e siecle,18e siecle,44.187251, 0.796147
Monflanquin,Nouvelle-Aquitaine,Lot-et-Garonne,Maison dite du Prince Noir,14e siecle,44.532049, 0.768193
"Labastide-Castel-Amouroux,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Lacaze,4e quart 17e siecle;19e siecle,44.349125, 0.124332"
Barbaste,Nouvelle-Aquitaine,Lot-et-Garonne,Pont roman,Moyen Age,44.170544, 0.28225
Clairac,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien couvent dit Maison des Dames de la Foy,4e quart 17e siecle,44.358674, 0.377684
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Domaine de Bagatelle,4e quart 18e siecle,44.212716, 0.607152
Le Passage,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Sainte-Jehanne de France,3e quart 20e siecle,44.189758, 0.597407
Bazens,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martial et les restes du chateau,14e siecle,44.26638, 0.433472
"Savignac-sur-Leyze,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean-Baptiste,12e siecle;16e siecle;4e quart 19e siecle,44.485896, 0.795492"
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; pans de bois,14e siecle,44.203562, 0.615215"
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Maison du Senechal,14e siecle,44.205572, 0.61648
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines de l'ancienne eglise Saint-Hilaire,11e siecle,44.206453, 0.614867
Masquieres,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau du Bosc,1ere moitie 17e siecle,44.4005805071, 1.02851292945
Cuzorn,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines du chateau,13e siecle,44.549105, 0.950576
"La Reunion,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Eutrope de Couthures,12e siecle;14e siecle,44.29185, 0.116594"
"Durance,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien prieure,1ere moitie 13e siecle;14e siecle,44.153768, 0.164488"
Allons,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Clair de Gouts ou Goux,13e siecle,44.236842594, -0.0607695841878
"Laplume,Nouvelle-Aquitaine,Lot-et-Garonne,Restes de l'eglise Saint-Pierre de Cazeaux,12e siecle;15e siecle,44.126074, 0.541367"
Romestaing,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Christophe,12e siecle,44.416811, 0.003295
"Pont-du-Casse,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne eglise Sainte-Foy-de-Jerusalem,12e siecle;15e siecle,44.239401, 0.677628"
"Laussou,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre,12e siecle;13e siecle,44.572412, 0.78205"
Montastruc,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre de Cabannes,12e siecle,44.494906, 0.515915
"Blaymont,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Sainte-Foy,12e siecle;13e siecle;14e siecle;15e siecle,44.293391, 0.859921"
Barbaste,Nouvelle-Aquitaine,Lot-et-Garonne,Ancien chateau,16e siecle,44.16972, 0.287013
Saint-Leger,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Longuetille,16e siecle,44.301199, 0.312815
"Segalas,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; empilage de poutres du Buzard,15e siecle;16e siecle;17e siecle,44.588605, 0.534411"
"Lacaussade,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Canabazes,16e siecle;1ere moitie 19e siecle,44.506826, 0.824207"
"Sauveterre-la-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,Gisement prehistorique du Martinet,Paleolithique superieur;Mesolithique,44.5953213583, 1.02236325433"
Marmande,Nouvelle-Aquitaine,Lot-et-Garonne,Monument aux morts de la guerre 1914-1918,1ere moitie 20e siecle,44.503435, 0.167957
"Argenton,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Etienne,12e siecle;15e siecle,44.383335, 0.065118"
"Saint-Quentin-du-Dropt,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Saint-Quentin,16e siecle;17e siecle,44.680601, 0.603549"
Saint-Sardos,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Sardos,12e siecle,44.339378, 0.49115
Laparade,Nouvelle-Aquitaine,Lot-et-Garonne,Halle et les deux puits voisins,2e moitie 18e siecle,44.388517, 0.448111
"Couthures-sur-Garonne,Nouvelle-Aquitaine,Lot-et-Garonne,Monument aux morts de la guerre 1914-1918; situe au croisement des rues des Tilleuls et de la Poste,1er quart 20e siecle,44.518665, 0.067901"
Marmande,Nouvelle-Aquitaine,Lot-et-Garonne,Chapelle Saint-Benoit,17e siecle,44.499888, 0.161273
"Clairac,Nouvelle-Aquitaine,Lot-et-Garonne,Fontaine municipale dite Font'Grand,16e siecle;17e siecle,44.372265, 0.376868"
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Tour du Chapelet,11e siecle;12e siecle,44.206285, 0.618327"
Sauveterre-la-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,Monument aux morts de la guerre 1914-1918,1er quart 20e siecle,44.5904146094, 1.01312772021
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Ancienne manufacture royale de toile; actuellement caserne Valence,2e moitie 18e siecle,44.196663, 0.613889"
"Nerac,Nouvelle-Aquitaine,Lot-et-Garonne,Maison dite Maison des Conferences; actuellement musee du protestantisme,16e siecle,44.136241, 0.339666"
Casteljaloux,Nouvelle-Aquitaine,Lot-et-Garonne,Maison dite Maison du Roy,16e siecle,44.310682, 0.091495
Poussignac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Martin,16e siecle,44.349866, 0.078314
"Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; pans de bois,4e quart 15e siecle;16e siecle;1er quart 17e siecle,44.203355, 0.614918"
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Monument aux morts de la guerre 1914-1918,1er quart 20e siecle,44.200245, 0.616798
"Allons,Nouvelle-Aquitaine,Lot-et-Garonne,Maison forte de Capchicot,16e siecle;1er quart 17e siecle,44.1838363764, -0.0422181705343"
Damazan,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Muges,2e moitie 18e siecle,44.289003, 0.276027
"Casteljaloux,Nouvelle-Aquitaine,Lot-et-Garonne,Maison à&nbsp; pans de bois,16e siecle,44.314193, 0.08809"
"Madaillan,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines du chateau feodal,13e siecle;14e siecle,44.275395, 0.583668"
"Estillac,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Montluc,14e siecle;16e siecle,44.170863, 0.574467"
Caudecoste,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Nazelles,4e quart 17e siecle,44.120908, 0.744767
Tourtres,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Pierre,12e siecle,44.509233, 0.417322
"Seyches,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Jean-Baptiste,4e quart 17e siecle;4e quart 19e siecle,44.547694, 0.295157"
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,Fontaine,1er quart 19e siecle,44.202183, 0.612392
"Saint-Caprais-de-Lerm,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Caprais,12e siecle;16e siecle,44.21617, 0.754207"
"Bourgougnague,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,12e siecle;16e siecle;4e quart 19e siecle,44.619764, 0.417539"
"Montagnac-sur-Auvignon,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,15e siecle;17e siecle,44.165132, 0.451976"
"Lacapelle-Biron,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Avit,13e siecle;15e siecle,44.59875, 0.898827"
"Saint-Martin-de-Beauville,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Sixte,11e siecle;12e siecle,44.231482, 0.819123"
Nerac,Nouvelle-Aquitaine,Lot-et-Garonne,Maison dite de Sully,2e moitie 16e siecle,44.136772, 0.342467
"Loubes-Bernac,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Theobon (ensemble),16e siecle;17e siecle,44.735196, 0.30971"
Castella,Nouvelle-Aquitaine,Lot-et-Garonne,Chateau de Fontirou,13e siecle,44.31637, 0.679202
Saint-Antoine-de-Ficalba,Nouvelle-Aquitaine,Lot-et-Garonne,Ruines du donjon de Pechon,12e siecle,44.339339, 0.719005
"Allons,Nouvelle-Aquitaine,Lot-et-Garonne,Maison noble de Luxurguey,17e siecle;19e siecle,44.1878242023, -0.114583673261"
"Lusignan-Petit,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Notre-Dame,15e siecle;16e siecle,44.259867, 0.514644"
Saint-Colomb-de-Lauzun,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Saint-Colomban,11e siecle,44.607003, 0.474837
"Fumel,Nouvelle-Aquitaine,Lot-et-Garonne,Maison dite Tour de Caraille,14e siecle;18e siecle,44.481768, 0.947566"
Aubiac,Nouvelle-Aquitaine,Lot-et-Garonne,Eglise Sainte-Marie,11e siecle,44.138334, 0.567508
Fumel,Nouvelle-Aquitaine,Lot-et-Garonne,Fonderie,2e moitie 19e siecle,44.491185, 0.959729
Marmande,Nouvelle-Aquitaine,Lot-et-Garonne,musee municipal Albert Marzelles,21e siecle,44.498918,0.166067
Sauveterre-la-Lemance,Nouvelle-Aquitaine,Lot-et-Garonne,musee municipal,21e siecle,44.597987,1.017451
Villeneuve-sur-Lot,Nouvelle-Aquitaine,Lot-et-Garonne,musee municipal de Gajac,21e siecle,44.405095,0.707815
Agen,Nouvelle-Aquitaine,Lot-et-Garonne,musee municipal des beaux-arts,21e siecle,44.202895,0.615471
Mezin,Nouvelle-Aquitaine,Lot-et-Garonne,musee du liege et du bouchon,21e siecle,44.056939,0.256362
Nerac,Nouvelle-Aquitaine,Lot-et-Garonne,musee du chateau,21e siecle,44.135038,0.339995
Mazeuil,Nouvelle-Aquitaine,Vienne,Chapelle funeraire de Mazeuil,19e siecle,46.791488, 0.082209
"Thure,Nouvelle-Aquitaine,Vienne,Chateau de la Massardiere,15e siecle;16e siecle;17e siecle,46.844729, 0.457175"
Curcay-sur-Dive,Nouvelle-Aquitaine,Vienne,Donjon,14e siecle,47.0127166172, -0.0561644371265
"Saint-Pierre-d'Exideuil,Nouvelle-Aquitaine,Vienne,Chateau de Leray,16e siecle;17e siecle,46.156582, 0.256397"
"Bournand,Nouvelle-Aquitaine,Vienne,Ancienne commanderie des Moulins,13e siecle;15e siecle,47.079553, 0.07422"
Valdivienne,Nouvelle-Aquitaine,Vienne,Chateau de Morthemer,2e moitie 19e siecle,46.500211, 0.634439
"Poitiers,Nouvelle-Aquitaine,Vienne,Eglise Sainte-Radegonde,4e quart 11e siecle;13e siecle;14e siecle,46.586595, 0.367551"
Liguge,Nouvelle-Aquitaine,Vienne,Ancienne filature,3e quart 19e siecle,46.518631, 0.294771
Villiers,Nouvelle-Aquitaine,Vienne,Dolmen dit Pierre Levee de Massigny,Neolithique,46.673027, 0.174741
Montmorillon,Nouvelle-Aquitaine,Vienne,Eglise Saint-Martial,3e quart 19e siecle,46.423865, 0.891121
"Scorbe-Clairvaux,Nouvelle-Aquitaine,Vienne,Eglise Saint-Hilaire,12e siecle;13e siecle;15e siecle,46.80609, 0.40728"
Martaize,Nouvelle-Aquitaine,Vienne,Chateau de Sautonne,17e siecle,46.91815, 0.0619
"Doussay,Nouvelle-Aquitaine,Vienne,Eglise Saint-Martin,11e siecle;15e siecle,46.839806, 0.281778"
"La Chapelle-Baton,Nouvelle-Aquitaine,Vienne,Eglise Saint-Pierre,15e siecle;16e siecle,46.183196, 0.402517"
"Leignes-sur-Fontaine,Nouvelle-Aquitaine,Vienne,Eglise Saint-Hilaire,12e siecle;17e siecle,46.513745, 0.768889"
"Saint-Sauvant,Nouvelle-Aquitaine,Vienne,Eglise Saint-Sylvain,12e siecle;13e siecle;15e siecle;16e siecle,46.358673, 0.059007"
Usseau,Nouvelle-Aquitaine,Vienne,Eglise de Remeneuil,15e siecle,46.876861, 0.495024
Fontaine-le-Comte,Nouvelle-Aquitaine,Vienne,Ancien prieure,14e siecle,46.537311, 0.250749
Angles-sur-l'Anglin,Nouvelle-Aquitaine,Vienne,Eglise Saint-Martin,12e siecle,46.697048, 0.896759
Sanxay,Nouvelle-Aquitaine,Vienne,Chateau de la Coincardiere,15e siecle,46.507762974, -0.00784424592318
Charroux,Nouvelle-Aquitaine,Vienne,Ancienn abbaye Saint-Sauveur de Charroux,12e siecle,46.135817, 0.40431
"Antran,Nouvelle-Aquitaine,Vienne,Chateau de Valencay,15e siecle;17e siecle,46.877231, 0.514833"
Marcay,Nouvelle-Aquitaine,Vienne,Basilique Saint-Benoit-Labre,4e quart 19e siecle,46.471253, 0.222775
Aslonnes,Nouvelle-Aquitaine,Vienne,Dolmen de Laverre,Neolithique,46.451551, 0.345029
Orches,Nouvelle-Aquitaine,Vienne,Chateau de Puygarreau (egalement sur commune de Saint-Genest-d'Ambieres),17e siecle,46.879974, 0.328133
Marigny-Brizay,Nouvelle-Aquitaine,Vienne,Eglise Saint-Leger-la-Palu,4e quart 12e siecle,46.745091, 0.405632
"Dissay,Nouvelle-Aquitaine,Vienne,Chateau de Dissay,4e quart 15e siecle;18e siecle;4e quart 19e siecle;1er quart 20e siecle,46.70184, 0.433768"
"Les Ormes,Nouvelle-Aquitaine,Vienne,Halle,17e siecle;18e siecle,46.973941, 0.602407"
Bonneuil-Matours,Nouvelle-Aquitaine,Vienne,Chateau de Marieville et abords,3e quart 19e siecle,46.681024, 0.57468
"Civaux,Nouvelle-Aquitaine,Vienne,Eglise Saint-Gervais Saint-Protais,5e siecle;12e siecle,46.43984, 0.659198"
Mouterre-Silly,Nouvelle-Aquitaine,Vienne,Chateau de la Batie,17e siecle,46.983932, 0.036483
Fontaine-le-Comte,Nouvelle-Aquitaine,Vienne,Ancien logis abbatial,4e quart 14e siecle,46.525119, 0.260755
Angliers,Nouvelle-Aquitaine,Vienne,Donjon de Saint-Cassien,14e siecle,46.941147, 0.099785
"Saint-Georges-les-Baillargeaux,Nouvelle-Aquitaine,Vienne,Chateau de Vayres,14e siecle;16e siecle;17e siecle,46.66723, 0.422534"
Coussay-les-Bois,Nouvelle-Aquitaine,Vienne,Ancienne eglise Saint-Martin,11e siecle,46.811029, 0.731948
Archigny,Nouvelle-Aquitaine,Vienne,Maison nÂ° 6 de la ligne acadienne,2e moitie 18e siecle,46.678648, 0.688587
Lusignan,Nouvelle-Aquitaine,Vienne,Maison du Gouverneur,17e siecle,46.436333, 0.124862
"Sammarcolles,Nouvelle-Aquitaine,Vienne,Chateau de la Grande Jaille,17e siecle;19e siecle,47.041156, 0.163517"
Chatain,Nouvelle-Aquitaine,Vienne,Vieux pont sur la Charente,Moyen Age,46.074004, 0.429662
"Beaumont,Nouvelle-Aquitaine,Vienne,Chapelle funeraire de la Madeleine,16e siecle;2e moitie 19e siecle,46.735286, 0.439531"
"Chauvigny,Nouvelle-Aquitaine,Vienne,Eglise de Saint-Pierre-les-Eglises,11e siecle;12e siecle,46.551719, 0.669574"
"Cherves,Nouvelle-Aquitaine,Vienne,Chateau de Cherves,12e siecle;14e siecle;15e siecle;4e quart 17e siecle,46.699782, 0.026371"
Bonneuil-Matours,Nouvelle-Aquitaine,Vienne,Pont suspendu,2e quart 20e siecle,46.690265, 0.568722
"Chatellerault,Nouvelle-Aquitaine,Vienne,Ancienne eglise Notre-Dame,12e siecle;13e siecle,46.814145, 0.546434"
Lathus-Saint-Remy,Nouvelle-Aquitaine,Vienne,Dolmen,Neolithique,46.314079, 0.942536
"Lencloitre,Nouvelle-Aquitaine,Vienne,Eglise Notre-Dame,12e siecle;15e siecle,46.807538, 0.302681"
Pouant,Nouvelle-Aquitaine,Vienne,Domaine de Puyraveau,4e quart 19e siecle,47.021249, 0.272385
Poitiers,Nouvelle-Aquitaine,Vienne,Chapitre de Saint-Hilaire,12e siecle,46.577668, 0.333199
Lavausseau,Nouvelle-Aquitaine,Vienne,Ancienne commanderie des Hospitaliers,4e quart 14e siecle,46.558083, 0.073954
Champigny-le-Sec,Nouvelle-Aquitaine,Vienne,Dolmen de Fontenaille,Neolithique,46.709223, 0.130958
Journet,Nouvelle-Aquitaine,Vienne,Lanterne des Morts,12e siecle,46.480408, 0.965405
"Poitiers,Nouvelle-Aquitaine,Vienne,Maison romane,12e siecle;4e quart 16e siecle,46.587613, 0.342864"
Poitiers,Nouvelle-Aquitaine,Vienne,Grand Prieure d'Aquitaine,17e siecle,46.582058, 0.348702
Loudun,Nouvelle-Aquitaine,Vienne,Portail,4e quart 18e siecle,47.011853, 0.078783
Chateau-Larcher,Nouvelle-Aquitaine,Vienne,Lanterne des Morts,13e siecle,46.415767, 0.294008
"Chouppes,Nouvelle-Aquitaine,Vienne,Chateau de Marcay,12e siecle;14e siecle;15e siecle;17e siecle;18e siecle,46.808019, 0.173786"
"Anche,Nouvelle-Aquitaine,Vienne,Chateau de Villenon,4e quart 15e siecle;18e siecle,46.33971, 0.272635"
"Naintre,Nouvelle-Aquitaine,Vienne,Theatre gallo-romain (vestiges du),Gallo-romain;Haut-Empire,46.761364, 0.494752"
"Berthegon,Nouvelle-Aquitaine,Vienne,Manoir de Vayolles,4e quart 15e siecle;1er quart 16e siecle,46.902824, 0.260253"
La Roche-Rigault,Nouvelle-Aquitaine,Vienne,Eglise Saint-Germain de Claunay,12e siecle,46.971996, 0.165223
"Bonnes,Nouvelle-Aquitaine,Vienne,Chateau de Touffou,12e siecle;14e siecle;16e siecle,46.611304, 0.603204"
Asnois,Nouvelle-Aquitaine,Vienne,Chateau de Beauregard,16e siecle,46.112305, 0.417625
"Availles-en-Chatellerault,Nouvelle-Aquitaine,Vienne,Chateau de la Tour d'Oyre,15e siecle;16e siecle;19e siecle,46.753128, 0.571436"
Saint-Pierre-de-Maille,Nouvelle-Aquitaine,Vienne,Chateau de Jutreau,15e siecle,46.683457, 0.833142
"Leigne-les-Bois,Nouvelle-Aquitaine,Vienne,Eglise Saint-Remy,12e siecle;15e siecle,46.764103, 0.704046"
Quincay,Nouvelle-Aquitaine,Vienne,Chateau de Masseuil,2e moitie 15e siecle,46.604817, 0.22335
Poitiers,Nouvelle-Aquitaine,Vienne,Hypogee des Dunes,7e siecle,46.8829315624398, -0.0174645148109347
Sanxay,Nouvelle-Aquitaine,Vienne,Ruines gallo-romaines d'Herbord,Gallo-romain,46.497094857, -0.0234973764562
Couhe,Nouvelle-Aquitaine,Vienne,Halles,16e siecle,46.29687, 0.219323
"Saulge,Nouvelle-Aquitaine,Vienne,Donjon de Lenest (ou de Lenet),13e siecle;15e siecle,46.364266, 0.863345"
Iteuil,Nouvelle-Aquitaine,Vienne,Chateau d'Aigne,17e siecle,46.481092, 0.288559
"Buxeuil,Nouvelle-Aquitaine,Vienne,Chateau de la Roche-Amenon,18e siecle;19e siecle,46.971555, 0.667272"
Vicq-sur-Gartempe,Nouvelle-Aquitaine,Vienne,Villa des Iles,1er quart 20e siecle,46.730253, 0.839667
Montmorillon,Nouvelle-Aquitaine,Vienne,Montjoie en pierre,12e siecle,46.410598, 0.895988
Princay,Nouvelle-Aquitaine,Vienne,Chateau de la Roche-du-Maine,16e siecle,46.929814, 0.25069
"Vouneuil-sur-Vienne,Nouvelle-Aquitaine,Vienne,Chateau de Chitre,16e siecle;4e quart 19e siecle,46.719237, 0.530611"
Celle-Levescault,Nouvelle-Aquitaine,Vienne,Logis de la Tiffaneliere,1ere moitie 17e siecle,46.406687, 0.169079
Jouhet,Nouvelle-Aquitaine,Vienne,Chapelle,15e siecle,46.491121, 0.869425
"Beuxes,Nouvelle-Aquitaine,Vienne,Eglise Saint-Leger,12e siecle;14e siecle,47.089637, 0.176375"
Rouille,Nouvelle-Aquitaine,Vienne,Temple protestant,4e quart 19e siecle,46.423746, 0.03253
Saint-Leger-de-Montbrillais,Nouvelle-Aquitaine,Vienne,Dolmen,Neolithique,47.0831858825, -0.0270331896475
"Jazeneuil,Nouvelle-Aquitaine,Vienne,Chateau de la Cour,16e siecle;18e siecle,46.457076, 0.072019"
"Chatellerault,Nouvelle-Aquitaine,Vienne,Theatre municipal,15e siecle;17e siecle;19e siecle,46.817976, 0.54535"
Saint-Genest-d'Ambiere,Nouvelle-Aquitaine,Vienne,Chateau d'Habin ou Abin,15e siecle,46.822809, 0.363584
"Valdivienne,Nouvelle-Aquitaine,Vienne,Deux maisons,4e quart 15e siecle;1er quart 16e siecle,46.472684, 0.613676"
Arcay,Nouvelle-Aquitaine,Vienne,Dolmen dit Briande II,Neolithique,46.9573, 0.005592
Brux,Nouvelle-Aquitaine,Vienne,Logis des Chemerault,15e siecle,46.25, 0.188652
Vouzailles,Nouvelle-Aquitaine,Vienne,Pigeonnier,3e quart 17e siecle,46.719176, 0.099028
"Cenon-sur-Vienne,Nouvelle-Aquitaine,Vienne,Borne milliaire romaine,Haut-Empire;2e siecle,46.753153, 0.52548"
"Chatellerault,Nouvelle-Aquitaine,Vienne,Ancienne eglise Saint-Romain,12e siecle;17e siecle,46.818903, 0.542942"
"Cheneche,Nouvelle-Aquitaine,Vienne,Ancien chateau de Gilles de Rais,13e siecle;16e siecle,46.738266, 0.283973"
Charrais,Nouvelle-Aquitaine,Vienne,Eglise Saint-Martin,12e siecle,46.702975, 0.217158
"Saint-Sauveur,Nouvelle-Aquitaine,Vienne,Eglise et son cloitre,4e quart 15e siecle;16e siecle,46.793374, 0.632114"
Saint-Leger-de-Montbrillais,Nouvelle-Aquitaine,Vienne,Logis de Rouvraye,2e moitie 16e siecle,47.0767957752, -0.0297647761321
Lussac-les-Chateaux,Nouvelle-Aquitaine,Vienne,Maison du 15e siecle,15e siecle,46.405399, 0.726304
Bethines,Nouvelle-Aquitaine,Vienne,Eglise Saint-Pierre-es-Liens,12e siecle,46.548784, 0.968185
"Croutelle,Nouvelle-Aquitaine,Vienne,Immeuble dit le Palais (egalement sur commune de Liguge),4e quart 17e siecle;18e siecle,46.541344, 0.292376"
"Linazay,Nouvelle-Aquitaine,Vienne,Logis du Magnou,15e siecle;16e siecle,46.16333, 0.195581"
"Moncontour,Nouvelle-Aquitaine,Vienne,Chateau et eglise Notre-Dame,12e siecle;13e siecle;14e siecle,46.8823215054, -0.0146358797915"
Availles-Limouzine,Nouvelle-Aquitaine,Vienne,Menhir dit La Pierre-Fade,Neolithique,46.135867, 0.644597
"Lhommaize,Nouvelle-Aquitaine,Vienne,Maison sise à&nbsp; La Boussagere,15e siecle,46.447297, 0.590541"
"Champagne-le-Sec,Nouvelle-Aquitaine,Vienne,Maison noble,15e siecle;17e siecle,46.191097, 0.194106"
Mirebeau,Nouvelle-Aquitaine,Vienne,Maison du 15e siecle,15e siecle,46.785844, 0.180057
"Sanxay,Nouvelle-Aquitaine,Vienne,Chateau de Marconnay,15e siecle;16e siecle;17e siecle,46.5180776642, -0.0143565558369"
"Genouille,Nouvelle-Aquitaine,Vienne,Eglise Notre-Dame,12e siecle;4e quart 18e siecle;4e quart 19e siecle,46.099037, 0.334705"
Poitiers,Nouvelle-Aquitaine,Vienne,Eglise Saint-Cyprien,3e quart 20e siecle,46.567816, 0.344
"Vivonne,Nouvelle-Aquitaine,Vienne,Manoir de Jorigny,4e quart 16e siecle;17e siecle,46.423672, 0.254176"
Vendeuvre-du-Poitou,Nouvelle-Aquitaine,Vienne,Site antique des Tours Mirandes,Haut-Empire,46.725982, 0.301496
"Derce,Nouvelle-Aquitaine,Vienne,Eglise Saint-Jean-Baptiste,12e siecle;16e siecle,46.934658, 0.215835"
Ingrandes,Nouvelle-Aquitaine,Vienne,Eglise Saint-Pierre-et-Saint-Paul,12e siecle,46.865628, 0.581906
"Savigny-sous-Faye,Nouvelle-Aquitaine,Vienne,Eglise Saint-Pierre,12e siecle;15e siecle,46.869478, 0.289682"
Sanxay,Nouvelle-Aquitaine,Vienne,Maison du 15e siecle,15e siecle,46.4935784354, -0.00758662633333
Chatellerault,Nouvelle-Aquitaine,Vienne,bourse du travail,15e siecle,46.814899, 0.543596
"Monthoiron,Nouvelle-Aquitaine,Vienne,Domaine du chateau,15e siecle;16e siecle,46.730888, 0.614685"
La Chaussee,Nouvelle-Aquitaine,Vienne,Chateau de La Bonnetiere,17e siecle,46.885105, 0.11353
"Chatellerault,Nouvelle-Aquitaine,Vienne,Pont Camille-de-Hogues,4e quart 19e siecle;1er quart 20e siecle,46.814963, 0.550961"
Saint-Savin,Nouvelle-Aquitaine,Vienne,Ancienne eglise abbatiale,2e moitie 11e siecle,46.579201, 0.845832
Persac,Nouvelle-Aquitaine,Vienne,Chateau de la Mothe,16e siecle,46.341307, 0.722892
"Loudun,Nouvelle-Aquitaine,Vienne,Couvent des Carmes,14e siecle;15e siecle;16e siecle;17e siecle,47.010056, 0.074925"
"Vendeuvre-du-Poitou,Nouvelle-Aquitaine,Vienne,Chateau des Roches,15e siecle;16e siecle,46.725395, 0.30296"
Saint-Laon,Nouvelle-Aquitaine,Vienne,Dolmen dit La Petite Pierre Levee,Neolithique,46.9600597789, -0.0174495390827
"Mirebeau,Nouvelle-Aquitaine,Vienne,Ancien couvent des Franciscaines,15e siecle;16e siecle;18e siecle,46.788449, 0.183148"
Chire-en-Montreuil,Nouvelle-Aquitaine,Vienne,Eglise Saint-Jean-Baptiste,12e siecle,46.620147, 0.112929
Poitiers,Nouvelle-Aquitaine,Vienne,Logis dit de la Grande-Barre,15e siecle,46.577557, 0.344175
Saint-Maurice-la-Clouere,Nouvelle-Aquitaine,Vienne,Chateau de Galmoisin,2e moitie 17e siecle,46.390187, 0.438125
Les Trois-Moutiers,Nouvelle-Aquitaine,Vienne,Dolmen de Vaon,Neolithique,47.06723, 0.015541
Poitiers,Nouvelle-Aquitaine,Vienne,Chapelle du Sacre-Coeur,1ere moitie 19e siecle,46.584729, 0.347791
"Colombiers,Nouvelle-Aquitaine,Vienne,Eglise Notre-Dame,4e quart 12e siecle;15e siecle,46.779302, 0.435602"
